"Genetic ID (suffixes: "".DG"" is a high coverage shotgun genome with diploid genotype calls, "".AG"" is shotgun data with each position in the genome represented by a randomly chosen sequence, "".HO"" is Affymetrix Human Origins genotype data)",Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Sum total of ROH segments >4 cM,Sum total of ROH segments >20cM,Y haplogroup in terminal mutation notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG v15.73 notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs),hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,ASSESSMENT WARNING
gene_id,master_id,skel_code,skel_elem,year_pub,pub_abbr,doi,link,date_metho,date_BP,date_err,date_full,age_at_death,group,locality,pol_ent,lat,long,Pulldown Strategy,suffices,data_type,no_lib,snps_1240k,snps_ho,mol_sex,ROH_tot,ROH_tot2,Y_hap,Y_hap2,Y-hap3,mtDNA_cov,mtDNA_hap,mtDNA_match,damage,sex_ratio,angsd,hapconx,lib_type,libs,endo,assess,assess_warn
CL92.AG,CL92,CL92,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Archaeological,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_1_son.CL93.AG,"Collegno (Piedmont, Turin)",Italy,45.0792,7.5783,Native Pulldown on 3.2M snpset,AG,1240k,..,763872,404659,M,0,0,R-S17624,R1b1a1b1a1a,..,4.8,H,..,0.103,..,"[0.001,0.012]","[0.002,0.007]",ds.half,..,0.36811,PASS,..
CL93.AG,CL93,CL93,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Archaeological,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_1.AG,"Collegno (Piedmont, Turin)",Italy,45.0792,7.5783,Native Pulldown on 3.2M snpset,AG,1240k,..,795244,419811,M,6.2466,0,R-S17624,R1b1a1b1a1a,..,7.41,J2b1a,..,0.1148,..,"[0.001,0.011]","[0.003,0.006]",ds.half,..,0.12424,PASS,..
CL94.AG,CL94,CL94,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Archaeological,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_2.AG,"Collegno (Piedmont, Turin)",Italy,45.0792,7.5783,Native Pulldown on 3.2M snpset,AG,1240k,..,878236,459901,M,0,0,R-DF99,R1b1a1b1a1a2f,..,10.67,K1c1,..,0.1082,..,"[0.001,0.01]","[0.004,0.007]",ds.half,..,0.29548,PASS,..
CL97.AG,CL97,CL97,..,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Archaeological,1345,14,580-630 CE,..,Italy_North_EarlyMedieval_Langobards_1.AG,"Collegno (Piedmont, Turin)",Italy,45.0792,7.5783,Native Pulldown on 3.2M snpset,AG,1240k,..,94344,49057,M,n/a (<300K SNPs),n/a (<300K SNPs),R-S15627,R1b1a1b1a1a1c2a1c,..,0.39,n/a (<2x),n/a (<2x),0.0804,..,..,n/a (<2000 X SNPs),ds.half,..,0.35181,PASS,..
SZ12.AG,SZ12,SZ12,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,535929,286805,M,0,0,I-L801,I2a1b1a2b1,..,6.5,W6,..,0.1223,..,"[0,0.014]","[0.002,0.008]",ds.half,..,0.12374,PASS,..
SZ13.AG,SZ13,SZ13,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Direct (WARNING MISSING LAB CODE): IntCal20,1462,37,424-550 calCE (1579±25 BP),..,Hungary_Langobard_son.SZ24_father.SZ7_brother.SZ22.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,832283,441749,M,0,0,I-Y6876,I2a1b1a2b1a2a2~,..,7.44,N1b1b1,..,0.1128,..,"[0.001,0.01]","[0.003,0.006]",ds.half,..,0.29665,PASS,..
SZ14.AG,SZ14,SZ14,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,371528,200086,M,0,0,I-CTS10057,I2a1b1a2,..,3.31,I3,..,0.1186,..,"[0,0.024]","[0.001,0.011]",ds.half,..,0.28343,PASS,..
SZ16.AG,SZ16,SZ16,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,663351,350360,M,0,0,R-S263,R1b1a1b1a1a1c,..,4.08,U4b1b,..,0.1068,..,"[0,0.003]","[0.001,0.006]",ds.half,..,0.32672,PASS,..
SZ18.AG,SZ18,SZ18,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o2.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,734160,388968,M,0,0,E-Y20282,E1b1b1a1b2a4b~,..,5.2,H13a1a2,..,0.1475,..,"[0,0.008]","[0.002,0.006]",ds.half,..,0.00328,PASS,..
SZ19.AG,SZ19,SZ19,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Direct (WARNING MISSING LAB CODE): IntCal20,1456,39,430-562 calCE (1567±24 BP),..,Hungary_Langobard_o1.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,776928,414001,F,4.344392,0,n/a (female),n/a (female),..,13.5,HV9c,..,0.0796,..,n/a (female),n/a (female),ds.half,..,0.264,PASS,..
SZ20.AG,SZ20,SZ20,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_lc.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,11467,5941,M,n/a (<300K SNPs),n/a (<300K SNPs),I-FT34938,I1a6a~,..,0.03,n/a (<2x),n/a (<2x),0.1127,..,..,n/a (<2000 X SNPs),ds.half,..,0.3162,PASS,..
SZ22.AG,SZ22,SZ22,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_son.SZ24_brother.SZ22.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,707936,377396,M,0,0,I-Y4926,I2a1b1a2b1a2a2~,..,5.44,N1b1b1,..,0.1458,..,"[0.005,0.02]","[0.005,0.01]",ds.half,..,0.16612,PASS,"ANGSD=[0.005,0.02], hapConX=[0.005,0.01]"
SZ23.AG,SZ23,SZ23,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,729220,387388,M,0,0,R-Y10968,R1b1a1b1a1a1c2b,..,9.9,H13a1a2,..,0.0995,..,"[0.002,0.013]","[0.007,0.012]",ds.half,..,0.06145,PASS,"hapConX=[0.007,0.012]"
SZ24.AG,SZ24,SZ24,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,458529,245145,M,0,0,I-S8112,I2a1b1a2b1a2a2,..,2.96,U4b,..,0.1255,..,"[0,0.027]","[0.015,0.028]",ds.half,..,0.24446,QUESTIONABLE,"hapConX=[0.015,0.028]"
SZ25.AG,SZ25,SZ25,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,367837,192541,F,0,0,n/a (female),n/a (female),..,0.24,n/a (<2x),n/a (<2x),0.1422,..,n/a (female),n/a (female),ds.half,..,0.34446,PASS,..
SZ27.AG,SZ27,SZ27,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Direct (WARNING MISSING LAB CODE): IntCal20,1467,37,419-543 calCE (1595±27 BP),..,Hungary_Langobard_o2.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,890299,468727,M,0,0,R-L2,R1b1a1b1a1a2b1,..,2.95,N1a1a1a1,..,0.1158,..,"[0.001,0.015]","[0.004,0.007]",ds.half,..,0.14714,PASS,..
SZ28.AG,SZ28,SZ28,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o2.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,780105,415844,F,0,0,n/a (female),n/a (female),..,12.24,H3b5,..,0.0982,..,n/a (female),n/a (female),ds.half,..,0.0237,PASS,..
SZ30.AG,SZ30,SZ30,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,471468,249282,F,0,0,n/a (female),n/a (female),..,2.41,H13a,..,0.1886,..,n/a (female),n/a (female),ds.half,..,0.31944,PASS,..
SZ31.AG,SZ31,SZ31,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o1.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,127162,66685,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.18,n/a (<2x),n/a (<2x),0.1628,..,n/a (female),n/a (female),ds.half,..,0.0025,PASS,..
SZ32.AG,SZ32,SZ32,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o1.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,797618,425257,F,0,0,n/a (female),n/a (female),..,14.63,H74,..,0.0782,..,n/a (female),n/a (female),ds.half,..,0.14838,PASS,..
SZ35.AG,SZ35,SZ35,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_lc.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,7125,3746,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.01,n/a (<2x),n/a (<2x),0.0359,..,n/a (female),n/a (female),ds.half,..,0.25481,PASS,..
SZ37.AG,SZ37,SZ37,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Direct (WARNING MISSING LAB CODE): IntCal20,1430,46,433-593 calCE (1544±26 BP),..,Hungary_Langobard_o1.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,501182,267373,M,0,0,R-L2,R1b1a1b1a1a2b1,..,6.11,H66a,..,0.097,..,"[0,0.012]","[0.005,0.015]",ds.half,..,0.29674,PASS,"hapConX=[0.005,0.015]"
SZ38.AG,SZ38,SZ38,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,747516,397307,F,0,0,n/a (female),n/a (female),..,9.08,HV0,..,0.0757,..,n/a (female),n/a (female),ds.half,..,0.17426,PASS,..
SZ40.AG,SZ40,SZ40,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o1.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,747468,396300,F,0,0,n/a (female),n/a (female),..,11.98,T2,..,0.1158,..,n/a (female),n/a (female),ds.half,..,0.33369,PASS,..
SZ41.AG,SZ41,SZ41,..,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,215693,112504,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,0.94,n/a (<2x),n/a (<2x),0.2058,..,n/a (female),n/a (female),ds.minus,..,0.00042,PASS,..
SZ42.AG,SZ42,SZ42,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,847341,447706,M,0,0,R-Y11232,R1b1a1b1a1a2b1,..,9.74,K2a6,..,0.0794,..,"[0.002,0.01]","[0.003,0.007]",ds.half,..,0.01724,PASS,..
SZ44.AG,SZ44,SZ44,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_lc.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,1702,901,U,n/a (<300K SNPs),n/a (<300K SNPs),n/a  (sex unknown),n/a  (sex unknown),..,..,..,..,0.0131,..,n/a (sex unknown),n/a (sex unknown),ds.half,..,0.30966,CRITICAL,"<2500.SNPs, damage.ds.half=0.013"
SZ6.AG,SZ6,SZ6,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o2_brother.SZ14_brother.SZ8.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,56632,29772,M,n/a (<300K SNPs),n/a (<300K SNPs),I-M436,I2a1b,..,0.14,n/a (<2x),n/a (<2x),0.1521,..,..,n/a (<2000 X SNPs),ds.half,..,0.16947,PASS,..
SZ7.AG,SZ7,SZ7,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,759609,401066,M,0,0,I-Y6876,I2a1b1a2b1a2a2~,..,4.7,T2e,..,0.0864,..,"[0,0.01]","[0.002,0.006]",ds.half,..,0.34358,PASS,..
SZ8.AG,SZ8,SZ8,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_sister.SZ14_sister.SZ6.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,210528,109826,F,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),..,1.41,n/a (<2x),n/a (<2x),0.1025,..,n/a (female),n/a (female),ds.half,..,0.61115,PASS,..
SZ9.AG,SZ9,SZ9,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.AG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,AG,1240k,..,832068,440967,F,0,0,n/a (female),n/a (female),..,19.64,J1b1a1d,..,0.0892,..,n/a (female),n/a (female),ds.half,..,0.61836,PASS,..
SZ11.SG,SZ11,SZ11,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1149833,579618,M,0,0,R-S1734,R1b1a1b1a1a1c2b2b1a1a,..,126.81,K2a3a,..,0.115,..,"[0,0.007]","[0.005,0.007]",ds.half,..,0.65793,PASS,"hapConX=[0.005,0.007]"
SZ15.SG,SZ15,SZ15,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1149883,579662,M,0,0,R-YP986,R1a1a1b1a3a1b3e5~,..,143.03,H1c1,..,0.1017,..,"[0,0.004]","[0.004,0.006]",ds.half,..,0.35784,PASS,..
SZ1.SG,SZ1,SZ1,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Archaeological,3850,635,3000-800 BCE,..,Hungary_BA.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1149848,579633,M,4.8636,0,R-Y20746,R1a1a1b2a2a1,..,132.76,J1b,..,0.1111,..,"[0,0.006]","[0.006,0.008]",ds.half,..,0.33614,PASS,"hapConX=[0.006,0.008]"
SZ2.SG,SZ2,SZ2,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1148219,578914,M,0,0,R-Z8,R1b1a1b1a1a1c2b,..,132.84,T1a1,..,0.1002,..,..,"[0.009,0.011]",ds.half,..,0.67174,PASS,"hapConX=[0.009,0.011]"
SZ36.SG,SZ36,SZ36,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard_o1.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1147176,578698,M,0,0,T-CTS2214,T1a1a1b2,..,145.64,U4c2a,..,0.0867,..,..,"[0.008,0.011]",ds.half,..,0.68139,PASS,"hapConX=[0.008,0.011]"
SZ3.SG,SZ3,SZ3,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Context: Dates on contextual mateiral in same cemetery,1442,55,412-604 CE,..,Hungary_Langobard.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1149980,579643,M,0,0,I-BY3605,I2a1b1a2b1a2b1~,..,143.47,H18,..,0.0872,..,"[0,0]","[0.007,0.008]",ds.half,..,0.6764,PASS,"hapConX=[0.007,0.008]"
SZ43.SG,SZ43,SZ43,petrous,2018,AmorimNatureCommunications2018,doi:10.1038/s41467-018-06024-4,NCBI sequence read archive (SRA) database under accession # SRP132561 (1240 capture data) & SRP132581 (WGS data),Direct (WARNING MISSING LAB CODE): IntCal20,1393,35,438-605 calCE (1521±25 BP),..,Hungary_Langobard_o1.SG,"Szólád (Somogy County, Kaposvár)",Hungary,46.2833333,17.85,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1149969,579669,M,0,0,I-Y3672,I2a1b1a1b1a1a~,..,140.37,H1e,..,0.1027,..,"[0,0.008]","[0.006,0.007]",ds.half,..,0.65345,PASS,"hapConX=[0.006,0.007]"
